Parameter,Value,Uncertainty
A,2642.828711628031,8.438951007377971
b,28.441903097652965,0.3642541657628239
FWHM,58.75638692760389,0.12429343956609679
d,4767.229646101175,0.06337592202685141
Chi^2,4239.653929306667,
Reduced Chi^2,11.942687124807513,
