Parameter,Value,Uncertainty
A,220.60004013142174,2.4576344390652993
b,0.7163877191498791,0.09843576113550462
FWHM,52.93281374382046,0.37076699960407206
d,-1109599.8892732833,0.2037250915573717
Chi^2,41.93363143636004,
Reduced Chi^2,1.0227714984478058,
