Parameter,Value,Uncertainty
A,226.1105039170114,2.4815291293500388
b,0.46729970903437795,0.08054730126517816
FWHM,52.85235611288578,0.3578426099684725
d,-501599.85307793005,0.20009933270290514
Chi^2,53.084475256988014,
Reduced Chi^2,1.294743298950927,
