BinCenter (ps);Histo01;Histo02;Histo03;Histo04
793.5;199;397;1;0
796.5;187;355;1;0
799.5;212;383;1;0
802.5;214;380;1;0
805.5;189;411;1;0
808.5;180;399;1;0
811.5;195;356;1;0
814.5;195;382;2;0
817.5;207;380;2;0
820.5;181;368;0;0
823.5;189;395;0;0
826.5;183;385;0;0
829.5;227;351;1;0
832.5;192;349;0;0
835.5;188;401;0;0
838.5;200;378;1;0
841.5;193;377;0;0
844.5;198;368;2;0
847.5;180;377;3;0
850.5;187;337;2;0
853.5;217;376;1;0
856.5;212;361;2;0
859.5;192;400;1;0
862.5;183;410;0;0
865.5;198;373;1;0
868.5;187;409;0;0
871.5;210;376;1;0
874.5;203;366;0;0
877.5;177;372;0;0
880.5;190;385;1;0
883.5;167;349;1;0
886.5;183;381;0;0
889.5;190;406;1;0
892.5;200;393;1;0
895.5;218;367;2;0
898.5;184;373;1;0
901.5;210;378;1;0
904.5;179;391;2;0
907.5;202;377;0;0
910.5;200;373;4;0
913.5;201;378;0;0
916.5;194;368;3;0
919.5;176;367;2;0
922.5;165;396;1;0
925.5;193;360;2;0
928.5;207;378;0;0
931.5;190;354;1;0
934.5;216;370;0;0
937.5;219;359;0;0
940.5;204;330;1;0
943.5;195;386;2;0
946.5;198;386;1;0
949.5;197;365;0;0
952.5;216;362;4;0
955.5;232;391;0;0
958.5;217;373;1;0
961.5;200;345;1;0
964.5;185;385;0;0
967.5;168;356;2;0
970.5;192;358;1;0
973.5;195;394;0;0
976.5;168;370;1;0
979.5;174;365;1;0
982.5;164;396;0;0
985.5;190;384;0;0
988.5;173;394;1;0
991.5;191;373;2;0
994.5;207;375;3;0
997.5;196;357;0;0
1000.5;199;376;0;0
1003.5;189;381;1;0
1006.5;218;354;2;0
1009.5;203;377;0;0
1012.5;186;388;0;0
1015.5;188;376;1;0
1018.5;197;371;2;0
1021.5;206;379;1;0
1024.5;185;368;0;0
1027.5;184;354;3;0
1030.5;205;395;2;0
1033.5;210;311;2;0
1036.5;193;395;3;0
1039.5;220;360;2;0
1042.5;228;373;0;0
1045.5;193;382;1;0
1048.5;176;394;1;0
1051.5;203;353;0;0
1054.5;179;415;1;0
1057.5;198;344;0;0
1060.5;210;343;0;0
1063.5;170;375;0;0
1066.5;195;398;3;0
1069.5;197;401;1;0
1072.5;228;375;1;0
1075.5;221;414;1;0
1078.5;214;364;1;0
1081.5;217;363;0;0
1084.5;178;357;1;0
1087.5;207;367;0;0
1090.5;173;378;0;0
1093.5;191;367;2;0
1096.5;175;371;1;0
1099.5;166;371;1;0
1102.5;186;377;1;0
1105.5;221;373;2;0
1108.5;186;360;2;0
1111.5;169;371;1;0
1114.5;174;414;2;0
1117.5;203;415;2;0
1120.5;188;368;1;0
1123.5;184;395;2;0
1126.5;197;365;1;0
1129.5;195;381;1;0
1132.5;214;399;2;0
1135.5;190;387;0;0
1138.5;199;411;0;0
1141.5;191;431;1;0
1144.5;187;410;2;0
1147.5;189;423;0;0
1150.5;180;419;0;0
1153.5;176;442;2;0
1156.5;212;479;1;0
1159.5;192;466;3;0
1162.5;197;498;0;0
1165.5;184;477;1;0
1168.5;197;478;0;0
1171.5;178;457;0;0
1174.5;190;462;0;0
1177.5;202;451;0;0
1180.5;194;466;2;0
1183.5;185;470;0;0
1186.5;201;447;0;0
1189.5;169;452;2;0
1192.5;179;399;0;0
1195.5;214;416;0;0
1198.5;206;391;2;0
1201.5;190;428;0;0
1204.5;196;376;3;0
1207.5;194;406;3;0
1210.5;180;411;2;0
1213.5;196;355;0;0
1216.5;183;389;4;0
1219.5;182;338;1;0
1222.5;180;365;0;0
1225.5;184;389;2;0
1228.5;187;368;3;0
1231.5;192;379;2;0
1234.5;190;372;2;0
1237.5;206;379;0;0
1240.5;199;409;0;0
1243.5;193;348;2;0
1246.5;179;374;0;0
1249.5;202;389;2;0
1252.5;183;357;1;0
1255.5;204;370;1;0
1258.5;208;341;3;0
1261.5;178;353;2;0
1264.5;170;355;0;0
1267.5;190;422;2;0
1270.5;181;388;1;0
1273.5;173;383;1;0
1276.5;179;360;0;0
1279.5;182;383;2;0
1282.5;194;358;1;0
1285.5;180;357;0;0
1288.5;191;402;2;0
1291.5;173;387;1;0
1294.5;191;378;2;0
1297.5;175;378;1;0
1300.5;185;361;0;0
1303.5;208;372;0;0
1306.5;182;400;1;0
1309.5;187;368;1;0
1312.5;207;374;0;0
1315.5;200;376;2;0
1318.5;204;358;1;0
1321.5;175;357;2;0
1324.5;183;402;1;0
1327.5;205;382;1;0
1330.5;206;361;1;0
1333.5;179;384;1;0
1336.5;192;387;1;0
1339.5;198;390;2;0
1342.5;183;351;1;0
1345.5;211;340;0;0
1348.5;178;356;2;0
1351.5;192;349;0;0
1354.5;187;384;0;0
1357.5;185;383;1;0
1360.5;199;379;0;0
1363.5;192;358;0;0
1366.5;164;375;1;0
1369.5;185;367;2;0
1372.5;189;400;1;0
1375.5;182;333;1;0
1378.5;200;366;0;0
1381.5;203;364;1;0
1384.5;159;352;2;0
1387.5;202;400;0;0
1390.5;187;369;2;0
1393.5;204;375;0;0
1396.5;189;362;2;0
1399.5;153;364;0;0
1402.5;207;381;1;0
1405.5;180;353;0;0
1408.5;180;416;1;0
1411.5;186;381;2;0
1414.5;207;347;5;0
1417.5;207;370;0;0
1420.5;213;349;0;0
1423.5;177;392;1;0
1426.5;181;347;2;0
1429.5;173;378;1;0
1432.5;186;404;0;0
1435.5;173;354;0;0
1438.5;189;342;4;0
1441.5;183;388;0;0
1444.5;188;362;2;0
1447.5;197;407;0;0
1450.5;194;360;0;0
1453.5;177;416;0;0
1456.5;183;373;0;0
1459.5;187;372;1;0
1462.5;210;364;2;0
1465.5;207;377;3;0
1468.5;176;390;2;0
1471.5;190;365;0;0
1474.5;176;380;1;0
1477.5;184;405;4;0
1480.5;199;365;0;0
1483.5;196;396;1;0
1486.5;189;382;1;0
1489.5;189;378;0;0
1492.5;195;386;1;0
1495.5;212;341;3;0
1498.5;217;357;0;0
1501.5;197;374;2;0
1504.5;202;418;0;0
1507.5;194;365;1;0
1510.5;197;376;3;0
1513.5;176;362;0;0
1516.5;207;420;1;0
1519.5;198;362;1;0
1522.5;199;401;0;0
1525.5;188;390;1;0
1528.5;196;379;2;0
1531.5;216;396;2;0
1534.5;182;365;0;0
1537.5;186;363;1;0
1540.5;200;338;1;0
1543.5;192;363;2;0
1546.5;202;415;2;0
1549.5;188;373;0;0
1552.5;186;387;2;0
1555.5;162;379;1;0
1558.5;187;382;0;0
1561.5;174;380;0;0
1564.5;197;353;2;0
1567.5;180;376;1;0
1570.5;199;366;3;0
1573.5;194;394;4;0
1576.5;178;356;2;0
1579.5;203;398;2;0
1582.5;204;352;0;0
1585.5;186;384;0;0
1588.5;190;392;2;0
1591.5;190;396;0;0
1594.5;186;395;1;0
1597.5;180;387;4;0
1600.5;177;341;1;0
1603.5;192;370;0;0
1606.5;186;379;2;0
1609.5;210;385;2;0
1612.5;189;387;3;0
1615.5;184;384;1;0
1618.5;206;353;0;0
1621.5;185;349;2;0
1624.5;180;333;1;0
1627.5;203;386;1;0
1630.5;169;376;0;0
1633.5;187;376;0;0
1636.5;221;379;2;0
1639.5;200;370;2;0
1642.5;184;384;0;0
1645.5;186;369;4;0
1648.5;191;373;0;0
1651.5;192;385;1;0
1654.5;229;367;0;0
1657.5;194;411;2;0
1660.5;172;370;2;0
1663.5;198;394;2;0
1666.5;187;344;1;0
1669.5;197;345;0;0
1672.5;192;388;4;0
1675.5;195;377;3;0
1678.5;163;354;1;0
1681.5;194;363;0;0
1684.5;184;394;2;0
1687.5;175;391;0;0
1690.5;184;362;0;0
1693.5;211;363;1;0
1696.5;183;399;3;0
1699.5;191;367;2;0
1702.5;177;392;2;0
1705.5;210;350;1;0
1708.5;198;343;4;0
1711.5;179;385;0;0
1714.5;191;360;1;0
1717.5;191;364;1;0
1720.5;204;361;2;0
1723.5;172;357;0;0
1726.5;178;370;0;0
1729.5;210;352;1;0
1732.5;180;376;0;0
1735.5;188;373;1;0
1738.5;190;413;0;0
1741.5;170;389;0;0
1744.5;204;376;1;0
1747.5;171;402;0;0
1750.5;197;386;0;0
1753.5;211;365;0;0
1756.5;196;385;1;0
1759.5;186;340;0;0
1762.5;196;368;1;0
1765.5;185;379;0;0
1768.5;177;389;2;0
1771.5;193;378;0;0
1774.5;188;359;2;0
1777.5;188;402;1;0
1780.5;189;363;0;0
1783.5;175;387;1;0
1786.5;184;366;1;0
1789.5;189;380;0;0
1792.5;188;371;1;0
1795.5;185;378;2;0
1798.5;183;392;0;0
1801.5;206;414;0;0
1804.5;186;361;1;0
1807.5;164;390;1;0
1810.5;192;378;2;0
1813.5;189;380;2;0
1816.5;203;381;0;0
1819.5;172;356;1;0
1822.5;204;402;1;0
1825.5;217;361;0;0
1828.5;210;379;3;0
1831.5;184;330;3;0
1834.5;192;387;1;0
1837.5;202;386;2;0
1840.5;192;394;1;0
1843.5;162;412;0;0
1846.5;207;363;1;0
1849.5;145;358;1;0
1852.5;192;331;2;0
1855.5;170;376;1;0
1858.5;195;362;0;0
1861.5;203;381;1;0
1864.5;181;343;0;0
1867.5;211;381;0;0
1870.5;178;342;1;0
1873.5;216;359;2;0
1876.5;193;380;1;0
1879.5;182;401;2;0
1882.5;180;349;5;0
1885.5;186;390;0;0
1888.5;183;407;0;0
1891.5;196;390;1;0
1894.5;187;343;0;0
1897.5;184;384;1;0
1900.5;185;356;1;0
1903.5;195;355;2;0
1906.5;196;359;0;0
1909.5;196;398;0;0
1912.5;188;333;0;0
1915.5;214;402;3;0
1918.5;192;407;3;0
1921.5;204;385;0;0
1924.5;174;363;1;0
1927.5;187;352;0;0
1930.5;205;401;1;0
1933.5;161;402;0;0
1936.5;177;392;0;0
1939.5;185;391;1;0
1942.5;207;371;1;0
1945.5;187;368;1;0
1948.5;192;378;2;0
1951.5;190;392;1;0
1954.5;173;367;0;0
1957.5;189;414;3;0
1960.5;185;362;4;0
1963.5;204;341;1;0
1966.5;184;408;1;0
1969.5;184;383;0;0
1972.5;197;349;1;0
1975.5;197;395;1;0
1978.5;203;386;0;0
1981.5;194;396;0;0
1984.5;197;383;0;0
1987.5;198;371;1;0
1990.5;184;397;2;0
1993.5;197;393;0;0
1996.5;191;398;0;0
1999.5;180;405;3;0
2002.5;188;412;1;0
2005.5;197;384;0;0
2008.5;209;374;0;0
2011.5;184;391;2;0
2014.5;217;396;0;0
2017.5;182;391;1;0
2020.5;174;387;1;0
2023.5;204;405;2;0
2026.5;198;382;0;0
2029.5;236;379;2;0
2032.5;183;409;1;0
2035.5;193;385;0;0
2038.5;194;406;2;0
2041.5;202;353;1;0
2044.5;168;340;2;0
2047.5;209;362;2;0
2050.5;192;374;1;0
2053.5;209;364;1;0
2056.5;199;392;2;0
2059.5;207;371;3;0
2062.5;208;346;0;0
2065.5;198;386;0;0
2068.5;196;387;1;0
2071.5;194;379;2;0
2074.5;146;400;2;0
2077.5;205;422;2;0
2080.5;196;378;3;0
2083.5;169;377;1;0
2086.5;195;371;1;0
2089.5;205;379;1;0
2092.5;193;357;2;0
2095.5;184;398;0;0
2098.5;194;360;1;0
2101.5;170;394;0;0
2104.5;171;383;0;0
2107.5;174;410;0;0
2110.5;194;394;0;0
2113.5;193;365;3;0
2116.5;198;420;2;0
2119.5;195;366;0;0
2122.5;221;402;0;0
2125.5;183;369;0;0
2128.5;171;404;0;0
2131.5;178;374;1;0
2134.5;184;356;0;0
2137.5;187;370;2;0
2140.5;188;350;1;0
2143.5;177;364;0;0
2146.5;207;365;0;0
2149.5;192;372;0;0
2152.5;222;379;3;0
2155.5;189;381;0;0
2158.5;165;388;1;0
2161.5;165;439;1;0
2164.5;209;380;1;0
2167.5;201;390;0;0
2170.5;195;374;1;0
2173.5;185;383;0;0
2176.5;188;352;3;0
2179.5;181;378;1;0
2182.5;205;371;1;0
2185.5;193;395;4;0
2188.5;206;400;2;0
2191.5;187;363;0;0
2194.5;181;397;0;0
2197.5;193;375;0;0
2200.5;185;378;0;0
2203.5;202;378;2;0
2206.5;188;394;1;0
2209.5;197;369;1;0
2212.5;212;356;0;0
2215.5;182;374;1;0
2218.5;187;379;1;0
2221.5;184;401;1;0
2224.5;188;398;1;0
2227.5;181;393;1;0
2230.5;199;389;3;0
2233.5;192;360;1;0
2236.5;186;350;0;0
2239.5;196;410;2;0
2242.5;196;442;2;0
2245.5;166;436;2;0
2248.5;175;468;3;0
2251.5;180;518;1;0
2254.5;178;587;1;0
2257.5;203;668;1;0
2260.5;198;887;0;0
2263.5;175;1133;1;0
2266.5;189;1669;0;0
2269.5;174;2338;0;0
2272.5;204;3637;1;0
2275.5;188;5483;0;0
2278.5;160;8363;1;0
2281.5;192;12823;1;0
2284.5;174;19349;4;0
2287.5;200;28142;1;0
2290.5;214;41158;0;0
2293.5;189;57541;2;0
2296.5;181;78638;0;0
2299.5;217;106220;1;0
2302.5;162;138933;3;0
2305.5;205;177909;1;0
2308.5;189;220695;0;0
2311.5;191;268583;2;0
2314.5;186;315355;1;0
2317.5;197;364932;0;0
2320.5;183;408563;1;0
2323.5;160;447238;2;0
2326.5;194;473908;2;0
2329.5;183;492589;0;0
2332.5;191;494327;0;0
2335.5;186;486409;0;0
2338.5;198;462867;3;0
2341.5;169;432655;0;0
2344.5;191;390696;0;0
2347.5;179;346344;0;0
2350.5;197;296538;0;0
2353.5;201;248528;0;0
2356.5;180;203961;2;0
2359.5;200;161497;2;0
2362.5;198;126637;0;0
2365.5;196;95491;1;0
2368.5;199;70328;0;0
2371.5;198;51340;0;0
2374.5;203;36196;0;0
2377.5;170;25065;1;0
2380.5;190;17146;1;0
2383.5;169;11376;0;0
2386.5;201;7834;1;0
2389.5;175;5038;1;0
2392.5;180;3376;0;0
2395.5;194;2375;3;0
2398.5;167;1759;0;0
2401.5;206;1221;1;0
2404.5;193;949;1;0
2407.5;187;744;1;0
2410.5;214;660;0;0
2413.5;221;552;1;0
2416.5;190;528;0;0
2419.5;174;449;0;0
2422.5;169;476;2;0
2425.5;195;432;1;0
2428.5;169;395;0;0
2431.5;193;419;0;0
2434.5;188;399;0;0
2437.5;186;369;1;0
2440.5;183;368;0;0
2443.5;203;392;1;0
2446.5;177;411;3;0
2449.5;174;404;1;0
2452.5;181;351;1;0
2455.5;191;410;1;0
2458.5;190;398;3;0
2461.5;217;396;0;0
2464.5;178;418;3;0
2467.5;197;427;2;0
2470.5;190;419;0;0
2473.5;226;444;1;0
2476.5;191;502;0;0
2479.5;170;454;2;0
2482.5;194;491;2;0
2485.5;178;491;1;0
2488.5;203;481;1;0
2491.5;190;520;1;0
2494.5;173;514;0;0
2497.5;206;590;0;0
2500.5;184;574;0;0
2503.5;198;570;5;0
2506.5;202;610;3;0
2509.5;202;549;1;0
2512.5;202;577;0;0
2515.5;186;571;1;0
2518.5;206;532;0;0
2521.5;187;570;0;0
2524.5;174;516;0;0
2527.5;199;499;0;0
2530.5;206;490;1;0
2533.5;199;506;0;0
2536.5;180;437;0;0
2539.5;179;445;0;0
2542.5;172;417;1;0
2545.5;184;444;1;0
2548.5;173;442;1;0
2551.5;197;446;0;0
2554.5;209;380;0;0
2557.5;191;391;4;0
2560.5;183;406;0;0
2563.5;201;418;1;0
2566.5;193;391;1;0
2569.5;223;401;2;0
2572.5;183;372;0;0
2575.5;184;366;0;0
2578.5;224;403;1;0
2581.5;195;355;4;0
2584.5;183;407;1;0
2587.5;215;360;1;0
2590.5;183;369;0;0
2593.5;218;378;1;0
2596.5;201;395;0;0
2599.5;185;400;1;0
2602.5;209;370;3;0
2605.5;189;365;0;0
2608.5;176;378;0;0
2611.5;208;377;0;0
2614.5;182;375;1;0
2617.5;197;320;0;0
2620.5;188;360;1;0
2623.5;185;382;0;0
2626.5;194;372;0;0
2629.5;206;393;1;0
2632.5;218;395;2;0
2635.5;191;393;0;0
2638.5;202;341;0;0
2641.5;166;376;2;0
2644.5;158;373;1;0
2647.5;190;360;1;0
2650.5;186;377;1;0
2653.5;192;385;1;0
2656.5;202;418;0;0
2659.5;196;350;3;0
2662.5;185;381;1;0
2665.5;176;403;1;0
2668.5;191;376;0;0
2671.5;192;385;0;0
2674.5;169;361;1;0
2677.5;185;362;1;0
2680.5;201;376;0;0
2683.5;205;394;2;0
2686.5;171;385;3;0
2689.5;196;352;2;0
2692.5;188;350;4;0
2695.5;210;368;1;0
2698.5;193;384;1;0
2701.5;166;384;1;0
2704.5;182;351;2;0
2707.5;198;362;1;0
2710.5;184;356;0;0
2713.5;223;389;0;0
2716.5;201;386;1;0
2719.5;201;397;1;0
2722.5;173;347;0;0
2725.5;181;359;3;0
2728.5;179;402;0;0
2731.5;211;386;0;0
2734.5;172;363;1;0
2737.5;182;344;2;0
2740.5;179;341;3;0
2743.5;206;378;2;0
2746.5;214;400;1;0
2749.5;203;356;0;0
2752.5;213;398;0;0
2755.5;189;376;0;0
2758.5;162;394;5;0
2761.5;220;377;1;0
2764.5;215;386;0;0
2767.5;178;367;0;0
2770.5;189;387;2;0
2773.5;192;353;1;0
2776.5;182;397;1;0
2779.5;229;448;0;0
2782.5;188;406;1;0
2785.5;203;441;0;0
2788.5;196;424;1;0
2791.5;167;468;1;0
2794.5;212;530;0;0
