Parameter,Value,Uncertainty
A,2954.363664550067,9.544481434157756
b,24.0210900987376,0.38971828796562896
τ,29.711982600061372,0.07014209532563481
t₀,4767.335647610997,0.06275577469141179
Chi²,1439.4169577856628,
Reduced Chi²,4.054695655734261,
