Parameter,Value,Uncertainty
A,2949.387802429815,9.521024619885557
b,23.33455174359229,0.3839247759994489
τ,29.805700195279773,0.07013285699758978
t₀,7587.62431339238,0.06284562389686076
Chi²,1585.8245171691951,
Reduced Chi²,4.4671113159695635,
